id,source,comment,sentiment
822,YouTube,"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ammaaaazing!!!!! I love your videos,your editing is soooo cool,you are a hardworking man,May the Lord Shower his blessings and mercy upon you and on your family amd fulfill your heart with serenity😭I'am addicted to your videos ,I'm 18,live in pakistan🇵🇰,doing A-levels(maths,phy,Geo) to become a commercial airline pilot from Emirates Flight Training Academy (EFTA).Need your Auspicious prayers and warm regards,Hats off❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",
823,YouTube,"It used to be that only women did this work. Now, lots of men.",
824,YouTube,Emirates is one of the best companies to work ❤,
825,YouTube,"The person get 30 sek to scan if the person is the one they look for. This crew then hav probably 1-2 sek to Scan me as customer when i am entering the plane. Will i cause problem? Will i be a person to lean on if crises is on? Will i be helpfull, steady?",
826,YouTube,Working on Emirates as a cabin crew is my huge dream since I was a kid. This video was amazing thank you very much!,
827,YouTube,"If the English test is digital, they should probably have listening comprehension through headphones, as they'll be talking to each other and customers a lot. Even a speaking test too, although that could be assessed in the final interview",
828,YouTube,The candidates all seem very well spoken and dignified and that they actually care about their work unlike anything that you would experience in American Airlines. What a difference.,
829,YouTube,"Wow Recruiting a cabin crew its becoming more difficult, nowadays they have to go through a lot of steps before they become a qualified cabin crew. My time was much easier. Best of luck guys",
830,YouTube,Have you ever seen fat cabin crew,
831,YouTube,Gdydhdhdhhdhdhdhhdhdhhhdhdhhrhehhhdhdhhdjdhhrhhhruuduhuuuuruuruuuudududuudududuududud,
832,YouTube,It's the best Company not only in UAE but at level of the whole world. To join the team need to fixe many things with full of serious and hard efforts to reach a goals planned by the leaders there I wish a lot of luck and courage to who wants to be as cabin crew.,
833,YouTube,"lol the Pakistani applicant had no chance in making through the first round. Third time trying, really nervous even talking to Sam. Can’t imagine her in the interview process. Even passing the first round she would have been knocked out in the following rounds. Time to think of a new career path.",
834,YouTube,"Blah.. ambitious and teamworker do not stand together, then, the physical aspect plays a major role, be honest honey",
835,YouTube,Please tell whtehr im eligible for Emirates cabin crew im 5'1.5means 156.5cm,
836,YouTube,Thank you so much for sharing this creation with us! I really appreciate it and you're helping me as a future Cabin crew as well as many others.❤✈️,
837,YouTube,cabin crew is like cheerleaders. it is very cutthroat.,
838,YouTube,"the same thing i have came through... unfortunately, I didn't make it",
839,YouTube,Nothing special to be cabin crew 😎,
840,YouTube,I have been reading the comments and please don’t be discouraged. You can become cabin crew regardless of many factors. I highly recommend applying for other/local airlines as well and gain more experience,
841,YouTube,Halima im not good in english but i keep on practicing.. it would only takes a little time and you will get that job just keep on practicing and good luck,
842,YouTube,"I'd eliminate any applicant who said ""be a cabin crew"". It's gramatically incorrect and sounds awful to native English speakers. You are either a member of the cabin crew, or you can be cabin crew, not be a cabin crew. Please stop!",
843,YouTube,"I always travel with EK since it is cert conveneint.Recently i encoutered for the first time a cabin crew with a mouth manerism... at first i thought he was eating but then realized its his manerism since he does almost every minute... For me its fine as long as service is met, it but might iritate other passengers...",
844,YouTube,Nice to see Nepali sister trying for emirates. Hopefully she will make it through ❤,
845,YouTube,I'm not surprised the girl from Pakistan didn't make it.Her English was very broken.She was also very midle eastern for that job.,
846,YouTube,"Can someone tell to Airlines recruitment team to tell to females of cabin crew not to wear so much lipstick? I don't like it. Put just the necessary on your lips. Don't put on tons that make the lips look like a giant monkey's mouth ! Also, choose a more natural red color. Not that blinding red.",
847,YouTube,"Sam Sam Sam..... anywayz good work man. & for Emirates, i lov u but u don't call me, WHY..????",
848,YouTube,It’s always a dream job for me,
849,YouTube,Why doesn’t Sam becoming cabin crew ?,
850,YouTube,I personally wouldn’t want to work for EK. Their rosters are tough with minimal rest. The rosters are exhausting compared to other airlines.,
851,YouTube,"Feeling bad for the applicants who couldn't make it. ....i faced similar many times in my initial phase, so i exactly known how it feels 😞😞 oh boy ...i used to feel so Helpless, often used to get back to my room and lock , cry from my heart. My relatives reduced talking to me or looked down at me as incompetent . But then i rewired my mind as this is the harsh reality of life , u need to face it 👈 So i bounced back , gained strong self confidence, tried other career and now i m earning 5 times more than that cabin crew. Lesson i got - don't think/ worry abt. people/ relatives/ friends etc what they think or say or perceive you . Their opinion will shift as u become something. NO ONE IS LOYAL. Just focus on your pathway 👍",
852,YouTube,thanks for sharing good job,
853,YouTube,I've been working on some required skills for a while to apply . I hope one day I will experience this 😊❤,
854,YouTube,Please anyone here guide me how to apply for this job?,
855,YouTube,"Just 1 question though..... Can you be openly gay, trans, overweight and/or old in order to work with Emirates?",
856,YouTube,"I took Emirates one time, the crews were so professional.",
857,YouTube,"Emirates is not the most successful airlines because of the crew but more because of the quality of its aircrafts , the punctuality of its arrival and departures , Nice lounges and variety of food ....",
858,YouTube,Love that your contents are more than just flight reviews. Keep up the good work!,
859,YouTube,Very interesting to watch and brought back some memories. I was a cabin crew member for over 30 years with TWA/AA.,
860,YouTube,50 years ago they just to take almost any foreign female with blue eyes living in Dubai or Abu dhabi as cabin crew on the airlines in the United rab Emirates.,
861,YouTube,"The Best Video of Sam so Far,...goodluck!, aspiring cabin crew,...",
862,YouTube,What I don’t understand is that emirates is an Arabian airline in the uae and I didn’t see 1 single Emirati woman working there what a shame,
863,YouTube,Hi everyone I have questions for you all I am 57 years old I have degrees and diploma in hotel and hospitality management even I did work as bartender in cruise ship I did manage hotels in England I always love to work as cabin crew I can or my edge will be problem?? Thank you all,
864,YouTube,It is my dream to work with this airline I hope I will get through this 🧿,
865,YouTube,Very difficult job not easy to work in this field,
866,YouTube,watching these viedo i think i would not want to work for them.,
867,YouTube,"Thanks Sam. Love this kind of content, it’s different and interesting. Inspiring to myself who’s working currently based in Sydney as Cabin Crew as well. Keen to meet you sometime in the air too!",
868,YouTube,"People say that cabin crew are glorified waiters, pilots are also glorified bus drivers. It's a job, and some people want to do it more than others. Good luck to the candidates!",
869,YouTube,"The life of the cabin crews are far from being glamorous with the demands of passengers on board. Another aspects of the Emirates brand, their cabin crew with their smiles and hospitality!!",
870,YouTube,Being an Emirates flight crew member is a dead end career.,
871,YouTube,"Thank you for the video Sam. I hope everyone understand that it’s not easy to be a Flight Attendant as from Interview, knowledge, training, drills and when you start working... it’s challenging attending to hundreds of people than slowly to First class. I am thankful I was a Cabin Crew when I was younger. To those you made it.. enjoy your life... and for those who did not made it... try again.. record the way you speak and compare it to others. .. lastly.. enjoy being a cabin crew because in the future with flying cars and EVTOL .. soon not many Airlines will need Cabin Crew. Or maybe even pilots..",
872,YouTube,"Emirates as a flag carrier of the Middle East seems to treat its employees really well. There is no lousy salaries, hardly any grievances on unpaid overtime . I would perceive Emirates services as some of the most sumptuous and plush on earth. Both times I flew with them were amazing flights with obsequious in-flight services.",
873,YouTube,"*No one will say this. A cabin crew is just a fancy and a makeup wearing cleaner, maid, and a waitress at 35,000 feet high.*",
874,YouTube,"I applied 3 weeks ago, didnt get in, glad i didnt get in, 350 people here, just for most to be sent home... seems like a scam, very glad i didnt get accepted... then you have to do a 45 minute test... how hard does it need to be to gwt a job now a days... lmao",
875,YouTube,Its pretty much a waiter/waitress in the sky job. May look flashy but its definitely not an ideal job.,
876,YouTube,"Please Tell what are the qualifications needed to become a pilot ? And also Please put a video on pilot training sessions, training schools, and also what we needed to be a pilot ( O LEVEL AND A LEVEL RESULTS) and what sre the steps?? Please 🙏",
877,YouTube,"As a Cathay cabin crew, this is very interesting woohoo 💪❤",
878,YouTube,Working for EK is somewhat like being in the Army. Definitely not for everyone. EK housing is run like a military dorm. EK has a lot of control over it's employees.,
879,YouTube,"Nice stuff. I'm cynical of such things as the role is as a friend said, a glorified waiter's job. True they're the face/point-of-contact for the airline where customer service is implied, however it seems overkill. I've seen such crew bored, careless, humorless and exhausted by the role yet as customers we're rarely asked to rate them or provide feedback.",
880,YouTube,"I went through a similar recruitment process program it was intense but the job offer was not there however it wasn’t a recruitment job for aviation but it was a larger company in technology, a lot of jobs require a intensive 20 to 300 open venue with HR and hands on interaction before you set out to do the real job, a lot of people don’t intend to win the first round or second but in some cases if you do the third round a job offer is handed to you, and then comes the training courses that is required. Always never doubt your self and be valued so you are seen by HR that is present if you strike out the first time wait 3 to 6 months depending on the company and reapply again, it’s strange process but better than a one to one intense interview and grilling. Good Luck everyone that searching for a job.",
881,YouTube,"Hi , Sam love watching your videos 🎉 They are so beautiful and specially i love everything about Emirates because i was raised in UAE 🇦🇪 and have been travelling in Emirates since then...❤ So when i watch your videos they are so nostalgic...🎊 Love your work...keep on travelling and make these interesting videos for us... If you visit London would love to meet you as i live here... Make a video about Gatwick airport...i just love this airport...💜 Keep flying...☺️😉💖",
882,YouTube,6 years from 2006-2011 as Cabin Crew in Emirates. 🇦🇪 one of the best experiences in my life. Go for it ❤,
883,YouTube,Even though the hijab the ladies wear is not proper hijab but l am very sure that hijab hater can never apply to work with them.,
884,YouTube,"Working for an airline feels like one of the best things in the world but it can also be one of the worst at times.. I’ve done and seem more things with them than I could ever hope so in my young little life. Often times truly making me feel like a millionaire. Other times not so much.. There are times where your senses will be pushed and you will want to quit. At the end of the day it’s a job and many come and go, but one thing always stands out for me! Not from what I’ve been trained on but rather what I’ve seen, Nothing is more important than Safety. Nothing means more to me in the world than seeing my Airplanes Takeoff and land safely. Knowing I help People Make Memories or wherever their plans may take them, I’m just glad I can be part of it. Safety in All We Do. From Us to You, thank you for flying the friendly Skies🔺",
885,YouTube,"Fabulous vlog...love it...I applied and was successful with 20 airlines to interview stage, I failed on confidence some 20 years ago but still have a passion for flying and cabin crew vlogs...thank you so much for sharing this...❤ Louise xxx",
886,YouTube,"I was assigned once by the CEO of an arab carrier to observe the cabin crew recruitment process and present my findings. What I see here is far more advanced, human, relaxed, and respectful. I can tell you, from what I saw in this video, I have no guilt for my report, which included terminating 2 members of the recruitment staff and recommending to reassign 8 out of 10 remaining members to other positions. Cabin crew are asked to shoulder the delibery of the airline product design beside their responsibilities towards safety, that is a lot. So it wise while ensuring you are picking up the fit candidates to make the process human, respectful and relaxed.",
887,YouTube,Why applying for the 3rd time if they worked already for Emirstes? After termination of contract no option to extend?,
888,YouTube,"I really feel Halima had what it takes to be a great cabin crew, you can tell with her personality and easy way. No offense to the other candidates, I'm sure many were hardworking.. But this is customer service, if you aren't naturally friendly and people oriented and outgoing, it's just not the job for you no matter how hard a worker you are. If you aren't able to naturally wear a smile outside of work a flight attendant position is not the job for you. People pay 2k-10k for these flight seats, and they don't want to see a frown or someone upset during their day. People can read fake smiles.",
889,YouTube,Sam can you please do a video where you show around the emirates flight training academy student academy,
890,YouTube,Real life state sponsored slave owners. Abuse of employees by the airline is off the charts,
891,YouTube,"Sam! THANK YOU SO MUCH FOR SHOWING HOW THIS PROCESS WORKS, VERY USEFUL VIDEO!",
892,YouTube,All pilots shagging cabin crew!,
893,YouTube,I believe one of the main reasons why Emirates is so successful is because they recruit people from all over the world which means that their crew is multilingual. It makes passengers have a sense of belonging when they see someone on board which is of similar cultural background. 😊,
894,YouTube,Hope that you make an video like this about emirates flight training academy pilot assessment so I can get a idea about this,
895,YouTube,"ive been working as emirates cabin crew for one year now, and i have to say sometimes we take the job for granted. it is really refreshing to see this recruitment process, it reminds me of my open day! all the passion and eagerness for this job. it reminds me to be extremely grateful for the opportunity i have to work here ❤️",
896,YouTube,Emirates must be desperate for cabin crew if they allow people to apply three times for the position ? Probably have a high turnover of staff it’s not for everyone,
897,YouTube,Hey Sam could you do Etihad also becoming a cabin crew,
898,YouTube,Very tough job.,
899,YouTube,"Love the content. Too many videos of people just passing through airports, lounges, sitting on airplane seats and airplane food. Nice to see behind the scenes of what really goes on in the airlines.",
900,YouTube,One day I also an Emirates crew it's my dream job ❤️ ✈️,
901,YouTube,We do not forget an ancient Greek phrase . What shines is NOT always made from Gold !....,
902,YouTube,"This video will multiply Emirates job applications 1,000 percent! Great video!",
903,YouTube,"Sam, your content always fascinates me with varied aspects of Airline Industry.. Keep up the good work 👍",
904,YouTube,"32000 per year?? What ..... just work at Walmart 😂😂😂😂😂or Target , why bother with all the risk , hassle and demands",
905,YouTube,"32K??? I made that on my first job out of college, 25 years ago. It seems like a really low salary for the skills and the work they described. I'm not sure the perks are a suitable tradeoff for a decent salary. They should make at least 80k, esp given the amount the airline collects for those first class tickets.",
906,YouTube,NOT an easy job!,
907,YouTube,Sounds like a dream job ❤,
908,YouTube,"Why am I seeing and 6 years old video... you guys forgot to say they have curfew to go back home, they can’t leave the country without being approved by the company during covid they check how many days u been sick what medication you took and so on to sack the people.... Its all glam until the curtain falls, there’s tons of ex emirates and Qatar crew talking about the dark side",
909,YouTube,Lord....their salary is really low....,
910,YouTube,I have seen the Emirates Staff walking together through airport and they do look VERY NICE. So friendly too.,
911,YouTube,"Seriously, the EK crews are consistently excellent and far above other airlines. Once you fly on Emirates (even in economy, which is where I sit), you are RUINED for other airlines. And no, I don't work for them in any capacity. I just love Emirates.",
912,YouTube,They are all money whores. Human cash machine. They have their three holes hands and feet. Very lucrative in the world of Abu Dhabi international illuminati 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,
913,YouTube,"My biggest dream and fantasy is to marry Siti Nurazlin and start a family give her a daughter and a son and they would be so proud that their mom is very hard working flight attendant they would be so proud of their mom like I would be so proud of my beautiful wife now we can get married either in Dubai or somewhere in Europe like London, Spain, or Italy we will have a house in Europe and maybe one in Dubai and since Siti is from Singapore I'll go back to her home country a lot. Look I know this would never happen but hey I can dream right? I mean Siti Nurazlin is so beautiful.",
914,YouTube,Poor Emirates slaves......not worth it.....you people are just slaves serving food and cleaning toilets......poor country people job........BRICS Nations and Eastern EU Countries......Slaves !!!,
915,YouTube,still sounds like a pretty crap job honestly,
916,YouTube,my dream goal job,
917,YouTube,"I saw an Emirates crew at London Heathrow once. It was like a perfume ad. They walked in slow motion, music was playing. Four women, two men. Six of the most perfect and beautiful human beings I have ever seen. Absolutely flawless.",
918,YouTube,This airline have very weird cabin Crew !!!,
919,YouTube,I adores this job since my birth!😅❤,
920,YouTube,So you can’t fly emirates for free as a employee?,
921,YouTube,"👋😊 Hello....ogh ! They have THE job...if I applied & started as a flight attendant/pilot immediately after school, I would most likely have been a well experienced cabin crew staff member by now....almost retiring",
922,YouTube,“Free housing” nahh it comes out of their paycheck and unless you’re Arab speaking you’re most likely going to live in sh-t. It’s all cover.,
923,YouTube,No union in Dubai for their crew,
924,YouTube,As a black women its my dream to work for emirates!,
925,YouTube,Well I do fit the job requirements no problem. But I don't want to be required wearing make up 😂,
926,YouTube,A job would be a job but it’s not that easy,
927,YouTube,Future job.,
928,YouTube,Fun fact my uncle is the manager,
929,YouTube,If you do the math at the 1:15 mark of the video. That's still less than 40 hours a week at any regular job you work a month.... That's a pretty good gig.,
930,YouTube,Ok... so about 9 flats a month. So basically you’re only working 9 times a month... I wonder how much they get paid? Hell I wonder how much any flight attendant gets paid when they only work 9 days a month. It’d have to be a lot to be able to have a living wage. I mean like... for the cost of living in my area (and I’m in the “low” class as far as income) I’d have to get paid at least $300 per flight and that’s on the low end.,
931,YouTube,"200,000 applicants for 21,000 positions. Why don’t we have a word that has as many jobs as applicants... :P",
932,YouTube,This video is brought to you by Emirates Airlines - one of the worst airlines to work for in real life. Source: I used to work there.,
933,YouTube,"32,000 a year ain't shit for that work.",
934,YouTube,No no how do they get to travel the world for free?? They LITERALLY work for 16 hours long flight and when they reach thr destination they JUST SLEEEPPPP AFTER TIRING DAY STOP USING STATEMENTS LIKE THEY GET TO TRAVEL THE WORLD for free,
935,YouTube,"Im a nurse and thinking of shifting career to being a cabin crew. But then I remember all the patients irrational demands and treating you like their servant is the greatest downside of working as a nurse. And I thought cabin crew and nurses have same thing in common, dealing with people everyday. And most of the time its not a great deal.",
936,YouTube,"Honestly, they rode more dicks for that job than Armstrong rode bikes in his career",
937,YouTube,Nightmare job,
938,YouTube,Siti is so beautiful anyone who thinks different you are entitled to your opinion but you are dead wrong she really works so hard.,
939,YouTube,"What it takes to be a flight attended with United Airlines: Be over 50, hate people, and be willing to leave your trailer to work on a plane. Also having no customer service skills, and a short temper will get you to the front of the que when applying for the job.",
940,YouTube,"I remember being in the airport, flying on a cheap airline and my grandma shushing me as the Emirates attendants walked past. We just stopped and stared in awe. They were the image of perfection when I was young, they almost floated across the airport floors like they were born there. I still appreciate them but couldn't live a life so restricted, I feel they rejoice in having a giant company mould them into a product. I guess that would happen with almost any job though lol",
941,YouTube,"Subtly leaving out that Emirates ""strictness"" is only based on misogyny cuz female flight attendants basically don't get to have a life and get payed way less than the male ones while still carrying a heavier amount of tasks. Interesting",
942,YouTube,"I'VE BEEN SEEING POST EVERYWHERE ABOUT FOREX TRADING AND CRYPTO CURRENCY, A LOT OF PEOPLE KEEP SAYING THINGS ABOUT THIS TRADING PLATFORMS PLEASE CAN SOMEONE LINK ME TO SOMEBODY WHO CAN PUT ME THROUGH...?",
943,YouTube,"Starting salary is 32,000 thousand dollars and then mrbeast giving 32,000 thousand dollars in a 10 minute long vid",
944,YouTube,"one free flight per year???!!!!!! sorry. that may be a show of appreciation, but it is not sufficient for the work being done, and the low salary that is being paid. thank you for removing the glamorous mystery of this airline, as regards their top notch attendants. wow.",
945,YouTube,"None of that sounds very good. ""Opportunity"" for airplane tickets isn't the same as guaranteed, who knows what the offered housing quality in Dubai is, and $32k a year is just... not much (though they are working less days so it's possible that is fair hourly compensation). This seems about the equivalent of working for Disney--you might do it and have fun for a few years but you don't get ahead much monetarily and no one stays there.",
946,YouTube,"my mum was going to work for emirates, there was a big eliminations process where they judged you on appearance, weight etc, she got pretty far but what made her quit was the fact she was told that no matter what you always listen to the customer, and she didn’t know how far “no matter what” was. would never work for emirates.",
947,YouTube,"So what do they need to work on when they are not flying? Since they only have 30 days vacation but aren't flying every day, is there other work that they need to do during those ""no flight"" days?",
948,YouTube,"Low salary, living in Dubai, hell on earth, and dealing with assholes and entitled, ""no a glamorous job"" your words no mine. lol",
949,YouTube,It's hard job. Not very easy if you have children.,
950,YouTube,pretty cool job!,
951,YouTube,That’s a low pay. I thought they earned much more,
952,YouTube,"Another side is , that there is an immemse pressure. Bad working conditions. You dont see as much as you think you will. Simply because you dont have time for it. And its not as glamourous as you might think it is.",
953,YouTube,"First class is for cowards. I enjoy the idea of being on my toes, not knowing whether my flight will be overbooked, or perhaps threats of being beaten and dragged off the plane.",
954,YouTube,Is 32K per year but the company pay over 40K for food and living n other countries while they working,
955,YouTube,working for terrorists,
956,YouTube,"Hardest part of job- keeping that white scarf spotless while wearing foundation and blush, lol.",
957,YouTube,"I’ve been saving for the course to become a flight attendant , and have been approved for a grant ! I could only hope to work for an airline like this .",
958,YouTube,"I cringed when you claimed their job is “standard”. Ok. Delivering a baby, fighting off a terrorist, providing medical attention to someone with a sudden and serious medical condition is not standard. It is extremely hard work and they undergo vigorous training to keep passengers SAFE. Usually no fewer than 200 at that, per flight. The primary job of a FA is not serving food and drinks, it is keeping people alive thousands of miles above sea level in an extremely contained space.",
959,YouTube,it takes a lot of HRT,
960,YouTube,"I wouldn't get out of bed for $32,000 a year the hell with the travelling around the world. Furthermore, I wouldn't call that travelling around the world :-) when you arrive, have a one-night stopover, and then you have to move on. My quick view on the job is that it is not worth the amount of trouble they deal with a few recalcitrant passengers.",
961,YouTube,"The fact they are so pretty has a downside. My mom was a flight for 40 years, and loved it. When she started at 21, she could not wear her much needed glasses and all flight attendants were “let go” when they hit 30 or got married, whichever came first. I am not sure if they have an age limit for their flight attendants, but sure seems like this is the case. Many jobs have age limits, just as in others your pay goes up with time and experience - it is a trade-off, but I am glad my mom got a full career and I have a job in the latter category.",
962,YouTube,My dream ...... job,
963,YouTube,"Definitely easiest job ever, I’d do it for $5000 a year",
964,YouTube,"$32,000 even with the board and meals is low pay. You cant live on that in a lot of US cities",
965,YouTube,"these youtube videos, like jeanie s and others flight attendant videos make me wanna be one, so i think i found my future job",
966,YouTube,I understand they have a high turnover rate; so I’m not too sure it is that great to work for them,
967,YouTube,Don't seem like a hard job to me.,
968,YouTube,"As a person that has worn minimal makeup, to more makeup, to less makeup again, I have to say, It’s hard for me to imagine to require someone to wear makeup- especially something like a bold red lip everyday as a part of uniform. I suppose if those people really want that job they will do anything to look the part, but to me that’s a form of control of women. Men don’t have to wear makeup, why do women? Are we not pretty enough on our own? Is being barefaced considered being lazy? Or unformed? Does any man really think a woman’s natural lip color has to be ruby red at all times of day? The only explanation I can see is they want to hide the fact that the flight attendants are tired and don’t actually look like that underneath all their makeup. I may be wrong about all that. I know there are workplaces where not wearing any makeup at all is considered unacceptable or looked down upon but you still have the option not to wear anything.",
969,YouTube,"Eh, not worth it in my opinion. I have to feel like I am actually accomplishing something day-to-day. This would suck as a job, and the whole corporate life is another level.",
970,YouTube,I JUST CAME BACK FROM DUBAI VISITING FOR THE FIRST TIME.. IT'S REAL THEY ACTUALLY RESPECT VISITORS AND ACCOMMODATION SYSTEM OVER THERE FOR WORKERS ARE SO GOOD AND BENEFICIAL.. THEY KNOW HOW TO KEEP THEIR PEOPLE♥️IN HAND AND HEALTH TOO,
971,YouTube,that's slavery... many people who worked for emirates say that it was a really bad experience,
972,YouTube,"It is my dream to become an Emirates flight attendant. So much benefits, free housing, amazing pay, but above all, helping passengers get an enjoyable experience and flying to so many exotic/ different places around the world",
973,YouTube,"Just got about half way through this and thought ""why the hell am I voleterily watching an advert""",
974,YouTube,"I'd say this video is very misleading. One big thing that is misleading is how they portray the accommodations for flight attendants. They make it look like the crew stays in 5 star hotels eating Michelin Star rated food. Unless Emirates is willing to spend $500/night and $100/meal for each crew member, I highly doubt it. Most airlines book their crews in hotels near the airport. In some places these can be nice hotels, other places not so much. The food is covered, but don't expect to be eating a $50 steak. Think more like John's Diner. It takes a lot just to become a flight attendant as well. You need to be capable of handling any in flight situation from a passenger who needs water to take meds to the passenger who is unresponsive and needs CPR. Then you have the luxury that the airline wants to show, so that's where the fancy uniform and appearance standards come in. I give credit to those who do choose to become flight attendants, but I wouldn't want to have that role. To much BS for not enough pay.",
975,YouTube,Not only is the service impeccable but the plane is spacious. It felt as though we were gliding through mid air. ❤,
976,YouTube,Oh wow I'm 5'2 😂😂 Funny how I can't be any shorter if I want this job,
977,YouTube,not an easy job,
978,YouTube,Wow.... 32k a year with a hotel room that I get to share with 4-6 other flight attendants? By the way you only get paid when the doors close for the hourly rate. Being a flight attendant is like having a part time job that demands your full time attention.,
979,YouTube,This job sounds like a nightmare,
980,YouTube,Another typical female career...pays like teachers and nurses... some think it’s a glamorous job...but as a retired flight attendant for 32 years it’s an EXTREMELY difficult job with little thanks.,
981,YouTube,"I used to work as a flight attendant for Air Canada and while they are not on the level of emirates, it really reminds me of how much a flight attendant truly knows. bugs me a lot when people only view them as ""private waitresses"" because they are truly Sooooo much more than that. they are the ones saving your lives in an emergency and the preparation alone that goes into that is VERY intense and stressful. They have all my respect. shout out to all the fellow flight attendants of the world! You do ALOT, and we thank you <3",
982,YouTube,"Two best friends (husband and wife: very good looking) were Emirates cabin crew. 1) They encountered many self-entitled, rude passengers that treated them like slaves (even calling them slaves and constant yelling), 2) Passengers throw trash in the aisle and have no regard for the crew or others on board. Don't be surprised if dirty diapers are thrown in the aisle, 3) Constant demand for more food ... as if they had never eaten a meal. Many passengers don't eat all day so they can stuff themselves, 3) Don't be surprised if a passenger has never used a TOILET and shits in the sink! Of course, a lot depends on the destination and what group of people is on board. Specific nationalities are the worst! The ""glamor"" ends pretty quickly ... (I think I'll stop there.)",
983,YouTube,Around $2600 a month to start with all expenses paid is not that bad for the amount of hours they're on the job.,
984,YouTube,"It's not always a rainbow, this job requires a lot of thing including pax safety and different profile of pax. I met my gf on the way from Korea to Dubai and she happened to be a crew member (she resigned in 2020 due to pandemic), indeed what we see is such luxurious lifestyle but my gf often crying after she landed because of sleep pattern, depression, lonely ness etc. Tbh now she found her freedom on the ground and she told me she always live in an spoiled environment since Dubai housing is free, but the disadvantages is that she doesn't have freedom and human rights while working in that company. So yeah if people wanted to try to work there go ahead but keep in mind it's not always what it is...",
985,YouTube,"I understand that they provide them free housing and one of the most expensive cities in the world, but with a base pay of only $32,000 a year? Some of those first class tickets cost anywhere from between 10 and 15,000 depending on the flight.",
986,YouTube,They skipped a lot on how it is being an actual crew member.,
987,YouTube,Did Jeenie Weenie work at Emirates?,
988,YouTube,I’m gonna work for Emiratis just for all the perks,
989,YouTube,That pay is bad lol. I swear these vids all imply that this sort of pay is great. No wonder the majority slave away in total bliss.,
990,YouTube,"$32k a year is terrible, im 18 and i make around 35k a year at a salary of $13.50 an hour in TN",
991,YouTube,"When I trained to become an SAS cabin crew, one of my fellow crew students went to work for Emirates before applying for SAS. All the students and the instructors were super curious what it was like working as crew for Emirates. He said it seems so glamorous at first but in the end you are just their slave and the system is so bureaucratic. As crew you are not even allowed guests past 9pm. So he quit after 6 month and moved back to Copenhagen. I think he is a pilot today.",
992,YouTube,The ability to suck a golf ball thru a garden hose ;),
993,YouTube,$32K Per annum is affordable To Work,
994,YouTube,"Never for get Dubai is leading the way in endentured servitude for thousands of people who will never escape the terrible pay, horrendous treatment and many other atrocious things happening in the UAE",
995,YouTube,"Everyone is like ""32k a year isnt a lot but the benefits make it worth it"" But you saw the mock schedule, she doesn't work a 5 day week, that's 32k a year with a serious amount of off-time and 32k is more than liveable, even in areas with airports that fly emirates",
996,YouTube,"Sounds like emirates uses a woman’s sex appeal to exploit them through their branding, thank u next",
997,YouTube,"The Gospel: We sin against God and for our sins we deserve hell. We fall short of God’s perfect standard for heaven. But the good news is we have a way to be forgiven, that way is through Jesus. Because he loved the world, he came, lived a sinless life then died on the cross for our sins, paying the price for them which is death. He was buried and rose again on the third day. Because Jesus did this for us the gift of eternal life from God is offered to everyone. All we must do to be saved is put our faith in Jesus ✝️❤️🙏",
998,YouTube,"32,000$ is a piece of shit in USA 🤌🏻 but this salary is well to feed a family of 5 for an average of 3 - 4 months from the countries these employees are from. Free house and meals is not as cool as you are thinking. It's decent but not like getting your own food and decorating your own living space. I honestly think their salary sucks for living partly in UAE. Most regions have high prices in nearly every essential products and even if the dollar currency is great, living average in UAE with 32,000 a year is not much you will drain wallet fast!",
999,YouTube,"This seems like a terrible job just polished to look good on the surface. It's like a ""only do it if you like it"" kinda job.",
1000,YouTube,I would hate the job,
1001,YouTube,My cousin works as a cabin crew for Emirates for the last 1years and she travels to 9-10 countries per month and her salary is 1.5lakh indian ruppes+ layover allowance and free accomodation in Dubai (just pay for wifi and grocery) and that's a lotttt indians would be dancing on the floor.,
1002,YouTube,"To the people saying 32k a year is meh: That's for an entry level job that only requires a highschool diploma, speaking English, and some customer service experience (plus the physical stuff like height and overall health). You pay no income tax, no rent, no bills, no transportation to the airport. You also get a per diem in cash whenever you stay out of base (4/6 times a month) which ranges from around $40 to $120, depending on the destination. You get unlimited flights at 90% off. Most crew come from countries where the annual salary doesn't even reach 5k a year. Yeah, Dubai is expensive buy if you live frugally and make the most of the perks (say, buy some of your groceries in a cheaper country when you're on a work trip), you can save a big chunk of your salary. And in comparison, most airlines in Europe pay less than 15k a year. On the flip side, the job is extremely demanding physically and, ultimately, mentally, and the company culture is a whoooooole thing altogether (there's plenty of info online). Also, the flashy events are only for the ""business promotion"" crew, a select group of pretty people that goes through another selection process. Source: I used to be cabin crew for them. PS: this is all pre-pandemic. I'm absolutely sure the post-pandemic new hires will have much worse contracts.",
